userId,movieId,rating
9,29,2.5
9,50,2.0
9,28,2.0
9,22,1.5
9,4,2.5
9,33,1.5
10,6,1.0
10,34,1.0
10,15,3.0
10,28,1.5
10,24,2.5
10,9,1.5
10,50,1.0
10,2,2.0
10,12,1.0
10,7,1.0
10,47,2.5
10,36,1.5
10,46,3.0
10,31,1.0
10,32,2.5
10,38,2.0
10,5,2.5
10,18,1.5
10,23,1.5
10,3,2.0
10,35,2.0
10,4,3.0
10,10,3.0
10,37,1.5
10,13,2.5
11,27,2.5
11,28,2.5
11,30,1.5
11,7,2.0
11,17,2.0
11,29,1.5
11,24,3.0
11,21,1.5
11,23,2.5
11,22,3.0
11,50,2.0
11,20,1.5
11,26,2.0
11,25,1.0
11,8,1.5
11,37,1.5
12,19,2.0
12,23,1.5
12,15,2.0
12,5,2.5
12,22,2.0
12,3,1.5
12,20,1.5
12,31,3.0
12,16,2.0
12,41,1.5
12,35,3.0
12,50,1.0
12,45,2.5
12,46,3.0
12,2,2.5
12,44,1.5
12,48,2.5
12,40,2.5
12,32,3.5
12,43,2.0
12,42,1.0
12,25,2.0
13,26,3.5
13,6,1.5
13,23,3.0
13,7,2.5
13,28,2.0
13,36,1.5
13,22,3.0
13,24,2.5
13,38,1.0
13,16,2.0
13,40,1.5
13,37,1.5
13,20,2.5
13,39,1.0
13,3,2.5
13,21,1.5
13,27,1.0
13,8,3.0
13,11,2.5
13,50,3.0
13,25,3.0
13,29,3.0
13,48,2.5
13,30,3.5
14,22,3.0
14,38,1.0
14,16,1.0
14,28,2.5
14,25,3.0
14,26,1.5
14,27,1.5
14,18,1.0
14,8,3.0
14,37,1.5
14,12,2.0
14,47,1.0
14,23,3.0
14,30,1.0
14,11,2.0
15,24,3.0
15,23,2.0
15,50,1.5
15,21,2.0
15,29,1.0
15,28,3.0
15,25,3.0
15,43,2.5
15,20,2.0
15,33,2.5
15,22,2.5
16,2,1.0
16,12,1.0
16,36,2.5
16,38,2.5
16,15,2.0
16,18,2.0
16,3,2.0
16,4,1.5
16,10,1.0
16,40,1.5
16,1,2.0
16,39,2.5
16,37,3.0
16,47,2.5
16,13,3.0
17,47,1.5
17,17,1.0
17,3,2.0
17,29,1.5
17,9,1.0
17,7,2.5
17,26,2.5
17,37,2.5
17,27,2.0
17,6,2.0
17,16,3.0
17,30,1.0
18,37,3.0
18,31,1.5
18,6,2.5
18,5,2.5
18,34,2.5
18,7,1.5
18,35,1.0
18,26,1.0
18,46,2.0
18,27,2.5
18,43,2.5
18,30,1.0
19,8,2.5
19,25,2.5
19,37,3.5
19,39,3.0
19,47,1.5
19,38,2.5
19,6,1.0
19,28,1.5
19,36,3.5
19,11,2.5
19,9,1.5
19,16,2.0
19,12,3.0
19,26,1.5
19,13,1.5
19,40,2.5
19,21,2.5
19,22,2.5
20,18,1.5
20,1,2.0
20,25,1.5
20,10,3.0
20,22,1.0
20,13,1.5
20,29,3.0
20,3,1.0
20,21,2.0
20,23,1.5
20,37,1.0
20,26,1.0
20,47,2.0
20,2,1.5
20,4,3.0
20,20,1.5
20,12,1.0
20,15,3.0
20,24,2.5
21,28,3.0
21,35,2.5
21,33,3.0
21,41,3.0
21,24,1.5
21,8,1.0
21,21,2.5
21,44,3.0
21,43,1.5
21,45,3.0
21,16,2.0
21,48,2.5
21,20,2.5
21,50,3.0
21,25,1.5
21,22,3.0
21,23,2.0
22,43,2.0
22,27,3.5
22,16,3.5
22,17,1.5
22,8,3.0
22,50,2.0
22,20,3.0
22,26,2.5
22,30,3.5
23,28,2.5
23,40,3.0
23,8,2.0
23,36,2.5
23,30,2.0
23,23,1.0
23,27,1.0
23,20,1.0
23,22,2.5
24,47,2.5
24,18,3.0
24,6,1.5
24,7,2.0
24,2,2.0
24,4,2.0
24,3,1.5
24,13,3.5
24,8,1.5
24,36,2.5
24,37,2.5
24,9,1.5
24,43,1.0
24,11,1.0
24,1,1.5
24,15,2.0
24,12,1.5
24,38,2.0
24,10,1.5
25,12,1.0
25,38,2.0
25,45,2.5
25,47,2.0
25,22,3.5
25,6,2.5
25,24,1.0
25,20,3.0
25,34,1.5
25,23,3.0
25,37,1.5
25,28,3.0
25,9,2.5
25,35,1.0
25,44,2.0
25,43,2.0
25,21,1.0
25,13,1.0
25,25,2.0
26,47,2.5
26,36,3.0
26,33,2.5
26,38,2.5
26,4,1.5
26,2,2.0
26,43,3.0
26,35,1.5
26,25,1.5
26,28,3.0
26,45,3.0
26,15,2.5
26,34,2.5
26,13,2.5
26,39,2.0
26,18,2.0
26,37,2.0
26,41,3.0
26,44,2.5
26,3,1.5
26,22,2.0
26,12,2.0
26,10,3.0
26,23,1.5
27,44,2.0
27,47,2.0
27,20,2.0
27,3,3.0
27,19,1.0
27,31,2.5
27,46,2.0
27,41,3.0
27,35,2.5
27,5,3.0
27,45,2.5
27,33,3.0
27,50,1.0
27,43,2.0
27,10,1.5
27,32,2.5
27,34,1.5
28,13,2.5
28,12,1.5
28,18,2.0
28,15,2.0
28,3,1.0
28,38,1.0
28,47,2.5
28,37,1.0
28,6,2.0
28,10,2.5
29,21,1.5
29,24,1.0
29,3,2.0
29,29,2.0
29,45,2.5
29,2,3.0
29,43,1.5
29,35,1.0
29,23,2.0
29,25,2.5
29,41,2.5
29,33,2.5
29,28,1.0
29,47,3.5
29,10,1.5
29,15,3.0
29,13,2.0
29,34,2.0
29,12,2.5
29,18,2.5
29,20,1.5
29,22,3.0
30,35,3.0
30,29,1.0
30,23,3.0
30,22,2.0
30,5,1.5
30,46,2.0
30,3,1.0
30,20,3.0
30,32,2.0
30,21,2.5
30,25,1.5
30,34,2.0
30,24,1.5
30,9,1.0
30,47,1.5
30,31,2.0
31,6,2.5
31,4,1.0
31,9,2.0
31,39,1.5
31,13,1.0
31,18,2.5
31,12,2.0
31,50,1.0
31,38,2.5
31,37,3.0
31,36,2.0
31,47,3.0
31,40,1.0
31,43,2.5
32,8,2.0
32,26,3.0
32,33,1.0
32,37,2.5
32,13,2.5
32,16,1.5
32,21,2.5
32,39,1.0
32,17,1.5
32,24,3.0
32,50,2.0
32,43,1.5
32,9,2.5
32,20,1.5
32,6,2.5
32,7,2.5
32,29,1.0
32,11,2.0
32,30,3.0
32,25,2.5
32,22,1.0
32,23,1.0
32,28,2.5
32,27,2.5
33,47,2.0
33,16,1.5
33,6,1.0
33,27,2.0
33,22,2.5
33,29,2.0
33,26,3.0
33,30,2.0
33,42,1.5
33,28,3.0
34,36,1.0
34,13,1.5
34,12,2.0
34,47,2.0
34,37,2.0
34,18,2.0
34,35,2.0
34,6,1.5
34,34,2.5
34,5,2.0
34,46,2.0
34,9,1.5
34,32,1.0
34,38,1.0
35,33,2.0
35,16,2.5
35,26,2.0
35,22,3.0
35,11,2.0
35,43,2.5
35,28,3.0
35,23,2.0
35,35,2.0
35,48,1.0
35,21,1.5
35,24,1.0
35,6,1.5
35,47,1.0
35,44,2.5
35,25,2.5
35,27,2.0
35,30,1.5
35,29,2.0
36,13,1.5
36,39,3.0
36,4,1.0
36,2,3.0
36,37,1.0
36,47,2.5
36,18,1.0
36,3,2.5
36,10,2.5
36,38,3.0
36,15,2.0
36,40,1.5
36,12,2.0
37,31,1.0
37,17,2.5
37,32,2.5
37,40,1.0
37,43,3.5
37,15,1.0
37,20,2.0
37,48,3.0
37,2,1.5
37,30,3.0
37,1,3.0
37,26,3.0
37,42,1.5
37,6,3.0
37,10,3.0
37,3,1.0
37,8,2.0
37,45,1.0
37,14,2.5
38,20,3.0
38,33,1.5
38,21,2.0
38,17,1.5
38,44,2.0
38,49,2.5
38,3,1.5
38,24,3.0
38,41,1.0
38,8,2.5
38,25,3.0
38,35,1.0
38,2,2.0
38,32,1.0
38,18,1.5
38,10,2.5
38,19,2.5
39,37,3.0
39,29,1.0
39,24,2.0
39,38,1.0
39,25,2.5
39,36,2.5
39,22,1.0
39,40,1.0
39,20,1.0
39,21,1.0
39,23,2.0
40,23,3.0
40,11,1.0
40,3,2.0
40,26,1.5
40,46,2.5
40,20,1.5
40,25,2.0
40,31,1.0
40,13,1.0
40,15,2.0
40,27,1.5
40,21,2.0
40,10,2.0
41,27,1.5
41,10,1.0
41,8,2.0
41,21,1.5
41,11,2.0
41,26,3.5
41,30,1.5
41,29,1.5
41,13,1.5
41,24,1.0
41,18,1.0
41,6,2.5
42,43,1.5
42,8,2.0
42,38,1.0
42,47,2.0
42,6,2.5
42,18,2.5
42,27,2.0
42,30,3.0
42,37,2.0
42,13,1.0
42,9,1.5
42,7,1.5
43,9,2.5
43,44,3.0
43,20,2.5
43,13,1.5
43,2,1.0
43,4,2.5
43,1,3.0
43,16,2.5
43,14,2.5
43,50,3.0
43,8,3.0
43,15,2.0
43,45,3.0
43,3,2.0
43,10,1.5
43,19,1.5
43,18,1.5
43,5,1.0
43,43,3.0
43,47,2.5
44,23,2.0
44,33,3.0
44,13,1.0
44,21,1.5
44,22,2.0
44,29,2.5
44,18,2.0
44,28,3.5
44,16,1.0
44,47,2.5
44,50,2.0
44,44,2.0
44,25,1.0
44,27,3.0
44,41,1.0
45,28,3.0
45,3,2.0
45,43,3.0
45,18,1.0
45,42,1.0
45,25,1.5
45,45,2.5
45,35,3.5
45,33,2.5
45,15,3.0
45,47,2.0
45,9,1.5
45,41,2.0
45,44,2.0
45,16,3.0
45,48,1.0
45,23,2.0
45,49,2.0
46,38,3.0
46,48,3.0
46,40,1.0
46,29,2.5
46,42,1.5
46,26,1.5
46,7,2.0
46,27,2.5
46,39,1.0
46,37,3.0
46,16,1.0
46,36,3.0
46,30,2.0
47,35,3.0
47,30,3.0
47,42,2.5
47,31,2.0
47,28,1.0
47,22,1.0
47,3,2.5
47,25,1.0
47,23,2.0
47,21,3.0
47,7,2.5
47,16,2.5
47,29,2.0
47,6,3.0
48,37,2.5
48,27,1.0
48,34,1.0
48,8,3.0
48,39,1.5
48,30,3.0
48,25,1.0
48,14,1.5
48,32,2.0
48,43,1.0
48,7,1.0
48,46,2.0
48,42,1.5
48,6,2.0
48,36,2.0
48,35,1.0
48,26,1.0
48,31,2.5
48,38,2.0
48,40,1.5
48,17,3.0
48,5,1.0
49,12,1.0
49,24,3.0
49,6,2.5
49,23,1.0
49,8,1.0
49,3,2.5
49,29,1.0
49,38,1.0
49,19,1.5
49,22,1.0
49,21,2.5
49,20,2.5
49,47,1.5
49,36,2.0
49,37,2.5
49,28,2.0
49,9,2.0
49,25,1.0
49,13,1.0
49,18,2.5
49,50,1.0
49,31,1.0
50,48,2.5
50,6,2.5
50,24,1.0
50,20,1.5
50,30,2.0
50,26,2.0
50,7,3.0
50,28,1.0
50,22,2.5
50,35,1.0
50,31,1.5
50,27,3.0
50,23,1.5
50,29,2.0
50,42,2.5
50,34,2.5
50,21,2.5
50,25,2.5
50,46,1.0
50,32,2.5
50,5,1.0
50,3,3.0
50,16,1.0
51,47,2.0
51,11,1.0
51,26,2.0
51,28,2.5
51,30,1.0
51,37,1.5
51,16,2.0
51,24,1.0
51,10,1.0
51,12,2.0
51,38,2.0
51,13,1.5
51,18,2.0
52,40,2.5
52,12,2.0
52,10,1.0
52,39,3.0
52,38,2.0
52,43,2.0
52,13,2.5
52,36,1.5
52,6,1.5
52,9,1.5
52,26,1.0
52,27,2.0
52,3,1.0
52,47,2.0
52,37,3.0
52,21,1.5
52,18,2.5
52,11,1.5
52,48,1.0
53,7,2.5
53,16,2.0
53,29,2.0
53,8,3.0
53,28,3.0
53,27,2.0
53,25,1.0
53,20,2.5
53,30,1.5
53,43,1.0
53,11,2.0
53,24,1.5
53,17,1.5
53,22,2.0
53,37,1.0
53,6,2.0
53,26,1.5
54,40,2.0
54,19,2.5
54,25,1.5
54,35,1.5
54,45,1.5
54,48,3.0
54,44,3.0
54,47,2.0
54,43,2.5
54,2,1.0
54,33,2.5
54,41,1.5
55,8,1.5
55,7,3.0
55,6,3.5
55,24,3.0
55,16,2.5
55,30,3.5
55,26,1.0
55,27,3.0
55,29,1.5
55,43,1.0
56,21,1.5
56,20,1.5
56,6,2.0
56,4,1.0
56,18,2.0
56,25,2.5
56,28,3.0
56,7,1.0
56,3,2.5
56,27,1.5
56,24,3.0
56,29,1.5
56,30,1.5
56,26,1.0
56,16,2.5
56,22,1.0
56,2,2.0
57,8,2.5
57,16,2.5
57,7,2.0
57,29,2.0
57,26,1.5
57,45,1.0
57,32,1.0
57,20,2.5
57,4,1.0
57,21,1.0
57,11,1.5
57,2,2.5
57,46,1.0
57,40,1.5
57,30,3.0
57,43,3.0
57,41,2.0
57,17,2.0
57,14,1.0
57,50,1.5
57,3,2.5
57,23,1.0
57,25,1.0
57,27,2.5
57,18,1.0
58,45,2.0
58,25,2.0
58,23,1.0
58,16,2.0
58,24,1.5
58,22,3.0
58,8,2.5
58,21,2.0
58,28,2.5
59,20,1.0
59,22,3.5
59,29,1.0
59,43,1.0
59,33,1.0
59,35,3.0
59,44,1.5
59,47,1.0
59,21,1.5
59,28,1.0
59,25,1.0
59,23,2.0
59,24,3.0
59,41,2.0
59,34,2.0
59,45,2.5
60,41,1.5
60,44,1.5
60,36,2.5
60,40,1.0
60,37,2.5
60,33,2.5
60,39,1.5
60,9,1.0
60,23,2.0
60,42,2.0
60,47,1.5
60,2,1.0
60,21,1.5
60,38,2.5
60,25,1.5
60,43,2.0
60,35,1.0
60,20,1.0
60,28,1.0
60,45,2.0
60,22,1.0
60,34,2.5
61,17,2.0
61,40,2.0
61,41,1.0
61,38,2.0
61,12,1.0
61,43,2.5
61,36,1.5
61,6,3.0
61,39,1.5
61,30,1.0
61,8,1.0
61,27,2.0
61,26,1.0
61,7,1.0
61,37,1.5
62,2,2.5
62,24,2.5
62,47,2.0
62,20,1.5
62,39,2.5
62,15,2.5
62,22,3.0
62,25,2.5
62,50,1.5
62,18,2.0
62,29,1.0
62,13,3.0
62,12,1.0
62,5,1.0
62,4,1.5
62,8,2.0
62,23,2.5
62,21,1.0
62,3,1.5
62,10,1.0
63,26,2.5
63,4,2.5
63,47,2.5
63,13,2.0
63,16,1.5
63,50,3.0
63,44,1.5
63,45,1.5
63,15,3.0
63,27,2.5
63,2,3.0
63,8,1.5
63,31,1.0
63,1,2.0
63,23,2.0
63,46,2.5
63,3,2.5
63,10,3.0
63,18,2.0
63,20,2.5
64,16,1.5
64,17,3.0
64,43,1.0
64,26,3.0
64,30,1.5
64,6,2.5
64,42,1.0
64,22,1.5
64,29,3.5
64,7,3.5
64,27,1.5
64,28,2.5
64,20,2.5
65,35,2.0
65,40,1.5
65,49,1.5
65,46,3.0
65,38,2.0
65,10,2.5
65,5,1.0
65,47,1.5
65,31,2.0
65,37,2.5
65,48,1.5
65,39,2.0
65,32,2.5
65,15,1.5
65,36,2.5
65,7,2.5
65,34,2.0
66,37,3.5
66,6,1.5
66,11,2.5
66,26,2.5
66,23,1.0
66,12,2.0
66,18,1.5
66,8,2.5
66,30,1.5
66,27,3.0
67,28,2.0
67,3,1.0
67,9,1.0
67,27,1.5
67,7,2.0
67,13,2.0
67,38,3.5
67,47,2.5
67,42,2.5
67,26,1.0
67,18,2.0
67,37,1.0
67,40,2.5
67,16,1.5
67,6,3.0
67,36,3.5
67,30,1.5
67,12,3.0
67,29,1.5
67,39,3.0
67,48,1.0
68,18,2.5
68,8,1.5
68,20,2.0
68,1,2.5
68,25,2.5
68,23,2.0
68,9,2.0
68,24,3.0
68,49,1.5
68,22,2.5
68,17,1.0
68,45,2.5
68,16,1.5
68,31,2.5
68,14,1.5
68,30,2.0
68,42,1.0
68,48,2.5
68,50,2.0
68,27,1.5
69,27,2.0
69,32,2.0
69,38,3.0
69,18,2.5
69,6,2.5
69,16,1.0
69,35,2.0
69,34,1.5
69,33,1.0
69,41,2.5
69,5,2.5
69,8,1.0
69,31,1.5
69,30,2.5
69,39,2.0
69,46,2.0
69,45,1.0
69,36,1.5
69,37,1.0
69,40,3.0
69,19,2.5
69,24,1.0
69,28,1.5
70,15,1.0
70,25,2.5
70,47,1.0
70,22,1.5
70,41,1.5
70,33,2.5
70,2,3.0
70,18,2.5
70,43,1.0
70,44,3.0
70,13,3.0
70,4,3.0
70,23,2.0
70,3,1.5
71,22,3.0
71,8,1.0
71,23,1.5
71,4,2.5
71,20,2.5
71,12,1.0
71,27,2.5
71,15,1.0
71,6,2.5
72,21,2.5
72,7,2.0
72,23,2.5
72,24,2.0
72,47,2.5
72,22,1.0
72,26,2.0
72,27,2.0
72,10,3.0
72,6,1.0
72,18,1.5
72,16,1.5
72,42,1.5
72,30,1.0
72,29,2.0
72,15,2.0
72,48,1.5
72,28,1.0
72,2,2.5
72,3,2.0
72,13,2.0
72,20,2.0
72,12,2.5
72,4,2.0
73,2,1.5
73,11,1.5
73,22,2.5
73,18,3.0
73,3,2.5
73,27,2.0
73,50,2.0
73,30,2.0
73,13,3.0
73,16,2.0
74,32,3.0
74,3,2.5
74,1,2.0
74,45,1.0
74,4,2.0
74,33,1.0
74,8,2.0
74,40,2.5
74,15,1.5
74,42,2.0
74,39,1.5
74,29,3.0
74,20,2.0
74,16,1.0
74,24,1.5
74,41,1.5
74,38,2.0
74,50,1.0
74,19,1.0
74,17,1.5
74,46,1.0
74,31,2.0
74,48,2.0
74,9,1.0
75,18,1.0
75,36,2.0
75,34,1.5
75,10,2.0
75,6,1.0
75,47,3.0
75,3,2.0
75,32,1.0
75,38,1.0
75,15,2.5
75,12,3.0
75,13,2.0
76,42,2.5
76,32,2.0
76,9,2.0
76,5,2.0
76,13,2.5
76,4,2.5
76,12,1.0
76,1,2.5
76,35,3.0
76,46,1.0
76,2,2.0
76,15,3.0
76,31,1.0
76,33,1.0
76,18,1.0
76,34,1.5
76,47,2.0
76,29,2.0
76,10,2.5
76,3,1.5
76,17,1.5
76,8,1.0
77,40,2.0
77,41,2.0
77,37,1.5
77,33,2.0
77,22,2.5
77,35,2.5
77,47,2.5
77,23,2.0
77,21,2.0
77,45,2.0
77,38,3.0
77,34,2.0
77,28,1.0
77,39,2.0
78,29,2.0
78,26,2.0
78,12,2.0
78,20,3.5
78,18,3.0
78,9,1.5
78,23,2.5
78,25,2.0
78,36,1.5
78,24,2.5
78,27,1.5
78,28,1.5
78,13,2.5
78,16,1.5
78,21,2.0
78,8,2.0
78,6,3.0
78,30,1.0
78,22,2.5
79,5,1.5
79,25,1.0
79,24,1.5
79,12,3.0
79,31,1.5
79,9,2.5
79,23,1.0
79,37,1.0
79,21,3.0
79,36,1.0
79,35,1.5
79,6,2.0
79,47,1.0
79,20,2.0
79,29,1.5
79,32,2.0
80,32,2.5
80,34,1.0
80,40,1.0
80,37,2.5
80,46,2.0
80,39,2.0
80,36,1.0
80,5,2.0
80,31,1.5
80,35,2.0
80,38,2.5
81,50,3.0
81,9,2.5
81,20,2.0
81,31,1.0
81,49,1.0
81,16,2.0
81,24,2.5
81,18,2.5
81,8,2.0
82,7,2.5
82,44,3.0
82,3,1.0
82,47,2.5
82,43,2.0
82,30,1.0
82,41,3.0
82,29,2.5
82,42,2.0
82,48,1.5
82,16,1.0
82,26,2.5
82,28,2.0
82,35,2.5
82,21,1.5
82,34,1.0
82,23,2.5
82,33,3.0
82,22,1.5
82,25,1.0
83,50,1.5
83,27,2.5
83,20,3.0
83,46,1.5
83,44,1.0
83,42,1.5
83,8,1.5
83,1,3.0
83,5,1.0
83,17,2.5
83,2,1.0
83,38,2.0
83,48,2.0
83,31,2.0
83,32,3.0
83,33,2.0
83,16,1.5
83,40,3.0
83,19,1.0
83,35,3.0
83,37,2.0
84,27,1.0
84,3,1.5
84,42,1.0
84,29,3.5
84,48,1.0
84,20,1.0
84,26,1.0
84,16,1.0
84,21,1.0
84,24,1.0
84,28,3.0
84,30,1.0
84,22,1.5
84,23,2.5
84,7,3.0
84,6,2.0
84,41,1.5
84,25,2.5
85,8,1.5
85,5,2.0
85,7,1.0
85,26,1.5
85,37,3.0
85,6,1.5
85,31,2.0
85,43,1.0
85,17,2.0
85,35,1.5
86,24,2.5
86,26,1.5
86,4,2.0
86,28,1.0
86,50,2.5
86,23,3.0
86,16,2.5
86,11,1.5
86,21,2.5
86,20,2.0
86,2,1.0
86,30,1.5
86,27,3.0
86,18,2.0
86,25,1.5
86,15,3.0
86,13,2.0
86,12,1.5
87,31,1.0
87,22,1.5
87,34,2.0
87,35,1.0
87,43,1.0
87,32,2.0
87,11,2.0
87,18,1.5
87,41,1.0
87,46,1.5
87,21,1.5
87,7,2.5
87,29,2.5
87,38,1.0
87,20,2.5
87,24,1.5
87,5,2.0
87,23,1.5
87,40,1.0
87,28,1.0
87,25,1.5
88,22,3.5
88,24,1.0
88,29,1.5
88,43,1.0
88,23,1.5
88,38,1.0
88,18,2.0
88,28,2.0
88,25,1.5
88,47,2.5
88,21,1.0
89,6,3.0
89,35,3.0
89,5,2.5
89,3,2.5
89,9,1.5
89,46,1.0
89,37,2.5
89,39,2.0
89,38,1.5
89,13,2.0
89,47,2.5
89,32,1.0
89,36,1.5
89,43,2.0
89,12,3.0
89,34,2.5
89,31,3.0
89,18,1.0
89,22,1.0
90,12,3.0
90,26,1.0
90,14,1.5
90,36,1.5
90,18,1.5
90,7,2.5
90,27,2.0
90,35,1.5
90,17,2.0
90,13,2.0
90,47,2.0
90,6,2.5
90,43,1.0
90,49,1.0
90,38,1.5
90,37,2.5
90,30,1.5
90,9,2.5
90,19,2.0
90,8,1.5
91,50,2.0
91,31,1.5
91,21,2.0
91,8,3.0
91,20,3.0
91,26,2.5
91,9,2.0
91,45,1.5
91,32,1.0
91,16,3.5
91,42,1.5
91,33,1.0
92,42,1.0
92,29,1.5
92,11,1.5
92,3,2.5
92,30,2.0
92,7,2.0
92,28,2.0
92,8,2.5
92,27,1.0
92,48,1.0
92,26,1.5
92,25,1.5
92,16,3.0
92,50,2.5
92,22,1.0
92,24,2.5
92,21,3.0
92,6,2.0
93,42,1.5
93,16,2.0
93,18,2.0
93,40,2.5
93,1,3.0
93,31,2.5
93,46,2.0
93,48,1.5
93,2,2.0
93,10,1.0
93,14,3.0
93,15,3.0
93,3,3.5
93,28,1.5
93,44,3.0
93,30,2.5
93,41,1.5
93,7,3.0
94,12,1.0
94,20,2.0
94,16,1.5
94,49,1.0
94,36,3.5
94,47,1.0
94,24,1.5
94,25,1.0
94,13,2.0
94,18,2.5
94,37,3.5
94,39,2.5
94,29,1.5
94,14,1.0
94,19,1.0
94,9,3.0
94,8,2.5
94,44,1.0
94,38,3.0
94,40,1.5
94,6,1.5
95,21,1.0
95,43,1.0
95,29,1.0
95,11,1.0
95,8,3.0
95,27,3.0
95,28,2.5
95,20,3.0
95,22,1.5
95,24,3.0
95,30,2.5
95,7,2.5
95,26,1.5
95,25,1.5
95,6,3.0
95,37,1.5
95,23,3.0
96,36,2.0
96,3,2.5
96,38,2.0
96,39,2.0
96,2,1.5
96,47,2.5
96,18,1.5
96,37,1.0
96,40,2.0
97,33,3.0
97,22,2.0
97,35,2.5
97,7,1.0
97,6,2.0
97,43,1.5
97,45,2.5
97,37,2.0
97,47,3.5
98,24,2.5
98,2,1.0
98,12,1.0
98,10,1.0
98,21,2.5
98,29,2.5
98,43,1.0
98,13,1.0
98,25,2.0
98,15,1.0
98,18,1.5
98,26,2.5
98,47,3.0
98,6,2.0
98,20,1.0
98,22,2.5
98,8,1.0
99,46,2.0
99,45,2.5
99,48,2.5
99,16,3.5
99,41,3.0
99,43,3.0
99,42,2.0
99,44,3.0
99,35,3.0
99,3,2.0
99,33,2.0
99,28,3.5
100,23,1.0
100,38,1.5
100,21,2.0
100,41,2.0
100,30,2.5
100,36,1.0
100,28,2.5
100,37,2.0
100,35,1.0
100,25,2.5
100,47,2.0
100,17,1.5
100,43,3.0
100,8,1.5
100,33,2.5
100,26,1.5
100,34,2.0
101,39,1.5
101,9,1.5
101,13,1.5
101,32,2.0
101,4,1.0
101,36,3.0
101,6,2.0
101,20,1.0
101,12,2.5
101,35,1.5
101,37,1.5
101,47,2.0
101,18,2.5
101,31,2.5
101,22,1.0
101,46,2.0
101,38,1.0
101,42,2.0
101,8,2.5
101,5,2.0
101,34,2.0
102,6,2.5
102,36,2.0
102,26,1.0
102,37,1.5
102,39,2.0
102,18,3.0
102,13,1.0
102,12,2.5
102,9,1.0
102,38,2.0
102,47,1.5
102,11,1.5
102,31,1.0
102,1,1.0
102,40,1.5
103,48,3.0
103,42,2.0
103,45,3.0
103,40,2.5
103,9,1.0
103,43,2.5
103,2,2.0
103,35,3.5
103,41,2.0
103,44,1.5
103,33,3.0
103,18,2.5
104,6,1.5
104,10,2.0
104,48,2.5
104,16,1.5
104,36,1.5
104,27,1.0
104,42,2.0
104,15,1.0
104,13,3.5
104,4,1.5
104,29,3.0
104,30,2.5
104,3,2.5
104,18,2.0
104,12,3.5
104,47,2.0
104,26,1.0
104,7,2.0
104,37,2.5
104,9,1.5
105,1,1.0
105,49,1.5
105,42,1.0
105,20,1.0
105,29,2.5
105,2,2.5
105,10,2.5
105,46,2.5
105,28,1.0
105,50,3.0
105,22,2.0
105,30,2.5
105,40,1.0
105,43,3.0
105,21,3.0
105,16,1.0
105,31,2.0
105,8,3.0
105,48,2.0
105,45,1.0
105,32,3.0
105,15,2.0
105,4,1.0
106,11,3.0
106,3,1.5
106,16,1.0
106,10,1.5
106,2,1.0
106,25,1.5
106,4,2.0
106,29,1.0
106,21,2.0
106,8,2.5
106,50,2.0
106,40,2.0
106,24,1.5
107,37,3.5
107,8,1.0
107,27,2.5
107,6,2.0
107,36,2.0
107,17,2.0
107,3,1.0
107,26,1.5
107,42,1.0
107,28,1.0
107,48,2.0
107,30,2.5
107,38,2.5
107,43,1.5
107,7,2.5
108,25,1.0
108,47,1.0
108,28,1.5
108,43,1.0
108,22,2.0
108,44,2.5
108,23,1.0
108,37,1.0
108,41,1.0
108,21,1.0
108,40,3.0
